,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
6434,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,180.96,5,0.2,13.572
6438,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,974.988,4,0.3,-97.4988
6445,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,7.104,6,0.2,2.4864
6446,Second Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,103.5,5,0.6,-77.625
6447,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.464,1,0.2,0.8624
6448,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,8.72,1,0.2,0.654
6452,Second Class,Consumer,United States,Glenview,Illinois,60025,Central,Technology,Phones,158.376,3,0.2,13.8579
6453,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,3.44,2,0.2,0.559
6470,Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Phones,131.98,2,0.0,35.6346
6471,Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Accessories,114.52,7,0.0,11.452
6472,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Labels,100.24,10,0.2,33.831
6494,Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.0,2,0.2,-2.7
6495,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
6496,Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,26.176,2,0.2,-3.272
6505,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,5.304,3,0.2,0.4641
6520,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,5443.96,4,0.0,2504.2216
6521,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Furniture,Chairs,302.67,3,0.0,72.6408
6522,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,56.07,7,0.0,25.2315
6529,Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Labels,6.936,3,0.2,2.3409
6530,Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,4.428,3,0.8,-6.8634
6531,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Art,8.8,5,0.0,2.552
6532,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,142.8,1,0.0,29.988
6533,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,399.95,5,0.0,143.982
6547,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Furniture,Chairs,634.116,6,0.3,-172.1172
6548,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,17.472,3,0.2,5.6784
6549,First Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,155.88,6,0.0,38.97
6553,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Accessories,319.968,4,0.2,71.9928
6554,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,505.32,3,0.2,31.5825
6555,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,3.808,1,0.2,1.2376
6556,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,8.682,1,0.8,-14.7594
6557,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,24.424,1,0.2,7.9378
6561,First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Appliances,33.62,5,0.8,-90.774
6566,Second Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Binders,243.992,4,0.8,-426.986
6567,Second Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Art,7.12,5,0.2,0.712
6568,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,2.688,2,0.2,1.008
6569,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,317.058,3,0.3,-18.1176
6570,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,149.352,3,0.2,50.4063
6571,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,227.976,3,0.2,28.497
6594,Standard Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,125.93,7,0.0,35.2604
6618,Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,32.4,5,0.0,15.552
6619,Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Art,209.94,6,0.0,54.5844
6620,Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Supplies,4164.05,5,0.0,83.281
6621,Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Bookcases,212.94,3,0.0,53.235
6624,Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,102.438,1,0.3,-13.1706
6625,Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Chairs,199.304,4,0.3,-8.5416
6632,Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,54.48,1,0.0,15.2544
6640,Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,125.88,6,0.0,60.4224
6641,Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Technology,Accessories,79.78,2,0.0,29.5186
6642,Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,133.2,9,0.0,66.6
6648,First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,42.616,7,0.8,-68.1856
6649,First Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Copiers,319.984,2,0.2,107.9946
6650,First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Fasteners,45.92,5,0.2,15.498
6651,First Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,21.184,2,0.6,-11.6512
6652,First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
6653,First Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Chairs,213.43,5,0.3,-39.637
6665,Second Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Paper,219.84,5,0.2,79.692
6674,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Art,10.92,6,0.0,4.914
6675,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Machines,83.9,2,0.0,22.653
6676,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Appliances,19.75,5,0.0,5.135
6677,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Accessories,393.54,3,0.0,165.2868
6682,First Class,Home Office,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,3.6,2,0.0,1.728
6684,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Office Supplies,Storage,180.016,1,0.2,-15.7514
6685,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Furniture,Furnishings,41.552,2,0.6,-19.7372
6686,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,13.12,5,0.2,1.476
6689,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Art,12.16,5,0.2,2.128
6690,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,17.52,4,0.0,8.4096
6691,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,155.88,6,0.0,54.558
6694,Standard Class,Home Office,United States,Franklin,Wisconsin,53132,Central,Technology,Accessories,47.97,3,0.0,14.8707
6712,Same Day,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,266.352,6,0.6,-292.9872
6713,Same Day,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,56.328,3,0.6,-26.7558
6714,Same Day,Consumer,United States,Skokie,Illinois,60076,Central,Technology,Accessories,39.264,3,0.2,-4.908
6715,Same Day,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Art,95.232,6,0.2,24.9984
6727,Second Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,177.2,5,0.0,83.284
6739,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,102.624,3,0.2,7.6968
6740,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,359.772,2,0.3,-5.1396
6741,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3,0.2,3.1806
6762,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,29.24,5,0.2,9.8685
6763,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,35.168,2,0.2,-8.3524
6764,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Machines,1362.9,3,0.3,-19.47
6765,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,317.058,3,0.3,-18.1176
6766,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,15.76,2,0.2,3.546
6767,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,14.56,5,0.6,-6.188
6776,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,93.456,3,0.2,-17.523
6793,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.488,2,0.2,1.6116
6794,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,239.976,3,0.2,26.9973
6795,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,34.504,2,0.6,-15.5268
6796,Same Day,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,20.104,2,0.6,-16.5858
6797,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,3.798,1,0.8,-6.0768
6798,Same Day,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,7.88,5,0.6,-3.94
6807,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,98.376,3,0.2,35.6613
6808,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Furnishings,22.38,3,0.6,-7.833
6818,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,1.68,5,0.8,-2.688
6819,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,7.968,3,0.6,-2.3904
6820,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Chairs,113.372,2,0.3,-3.2392
6821,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,2.96,2,0.6,-1.406
6825,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,32.48,2,0.0,4.872
6826,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Technology,Copiers,17499.95,5,0.0,8399.976
6827,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,735.98,2,0.0,331.191
6828,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,34.37,7,0.0,16.8413
6829,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Art,33.96,2,0.0,9.5088
6832,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,8.016,3,0.2,1.002
6848,First Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Paper,76.864,2,0.2,26.9024
6850,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Bookcases,1565.88,6,0.0,407.1288
6851,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,106.05,7,0.0,49.8435
6863,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
6871,Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,11.952,3,0.2,3.8844
6873,Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Office Supplies,Binders,10.78,5,0.8,-17.248
6874,Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Technology,Accessories,119.976,3,0.2,-17.9964
6877,Same Day,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,131.376,6,0.6,-95.2476
6878,Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,5.344,1,0.2,1.8704
6884,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Chairs,2567.84,8,0.0,770.352
6898,Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Furniture,Chairs,602.651,7,0.3,-163.5767
6899,Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,7.656,6,0.8,-13.0152
6902,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,16.0,4,0.2,5.6
6903,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,5.588,2,0.8,-15.0876
6904,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,235.92,5,0.2,-44.235
6906,Same Day,Corporate,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,41.28,2,0.0,19.8144
6914,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,132.16,1,0.2,9.912
6915,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,17.904,6,0.8,-31.332
6916,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,124.032,4,0.2,44.9616
6935,Second Class,Corporate,United States,El Paso,Texas,79907,Central,Technology,Accessories,95.976,3,0.2,-10.7973
6936,First Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,84.272,2,0.6,-75.8448
6937,Same Day,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,36.544,2,0.2,11.8768
6947,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,221.024,2,0.2,-55.256
6948,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,128.058,3,0.3,-23.7822
6951,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Machines,479.988,2,0.4,55.9986
6974,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,31.744,2,0.2,8.3328
6982,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,24.1,5,0.0,11.086
6983,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,8.78,1,0.0,2.2828
6984,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,376.74,4,0.1,71.162
6985,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,29.52,4,0.0,14.4648
6986,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,11.96,2,0.0,2.99
6987,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,26.4,5,0.0,12.672
6989,First Class,Consumer,United States,Abilene,Texas,79605,Central,Office Supplies,Appliances,1.392,2,0.8,-3.7584
6996,Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,13.84,4,0.8,-22.144
6997,Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,175.872,4,0.2,63.7536
7001,Standard Class,Home Office,United States,Normal,Illinois,61761,Central,Furniture,Chairs,366.744,4,0.3,-110.0232
7004,Standard Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
7006,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,8.544,2,0.6,-7.476
7028,Second Class,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,33.9,5,0.0,15.594
7045,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,9.248,2,0.2,3.3524
7067,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406
7068,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,82.656,9,0.2,30.996
7070,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,9.248,2,0.2,3.3524
7071,Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,4.448,2,0.2,0.3336
7072,Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
7073,Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,175.92,5,0.2,15.393
7074,Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.752,4,0.8,-8.316
7075,Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Supplies,13.344,2,0.2,1.0008
7094,Second Class,Consumer,United States,Decatur,Illinois,62521,Central,Technology,Accessories,479.952,6,0.2,89.991
